"TITLE";"STATUS";"SLUG";"LONG DESCRIPTION";"TYPE";"ADDITIONALTYPES";"PRICE";"PRICERANGE";"INSTOCK";"SOLDCOUNT";"AVAILABLESINCE";"LASTCHECKEDAT";"IMAGE";"DISCOUNTS";"ARTICLENUMBERS";"ARTICLECATEGORY";"DIMENSIONS";"COLORS"
"Generic Granite Sausages";"Published";"tempora-aut-suscipit";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Pants";"[""Socks""]";"375";"{""min"":300,""max"":450}";"false";"922";"Fri Sep 20 2024 22:38:16 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":5,""price"":915}]";"[null]";"Apparel";"{""width"":85.11,""height"":73.26,""depth"":23.53}";"[{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#000080"",""name"":""Navy""},{""hex"":""#8B0000"",""name"":""DarkRed""}]"
"Gorgeous Granite Gloves";"Published";"omnis-est-rem";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Jacket";"[""Shirt""]";"569";"{""min"":455.20000000000005,""max"":682.8}";"true";"218";"Sun Apr 21 2024 21:51:33 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":87,""price"":660}]";"[null]";"Apparel";"{""width"":50.22,""height"":74.18,""depth"":30.83}";"[{""hex"":""#E9967A"",""name"":""DarkSalmon""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#D2691E"",""name"":""Chocolate""}]"
"Awesome Frozen Towels";"Published";"quisquam-provident-architecto";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Sunglasses";"[""Watch""]";"136";"{""min"":108.80000000000001,""max"":163.2}";"true";"792";"Thu Mar 14 2024 10:13:52 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":38,""price"":9}]";"[null,null,null]";"Accessories";"{""width"":46.26,""height"":27.2,""depth"":22.71}";"[{""hex"":""#006400"",""name"":""DarkGreen""}]"
"Rustic Frozen Chair";"Published";"atque-accusamus-dolorem";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Cap";"[]";"49";"{""min"":39.2,""max"":58.8}";"false";"102";"Mon Apr 22 2024 22:38:12 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":53,""price"":557},{""quantity"":65,""price"":50}]";"[null,null]";"Apparel";"{""width"":92.14,""height"":27.8,""depth"":94.86}";"[{""hex"":""#F0FFFF"",""name"":""Azure""},{""hex"":""#A52A2A"",""name"":""Brown""},{""hex"":""#008B8B"",""name"":""DarkCyan""},{""hex"":""#000080"",""name"":""Navy""}]"
"Practical Frozen Cheese";"Published";"veritatis-et-at";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Watch";"[]";"145";"{""min"":116,""max"":174}";"false";"64";"Tue Nov 26 2024 17:20:42 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":85,""price"":904},{""quantity"":84,""price"":555}]";"[null,null]";"Accessories";"{""width"":34.47,""height"":29.57,""depth"":31.21}";"[{""hex"":""#8B0000"",""name"":""DarkRed""},{""hex"":""#008000"",""name"":""Green""}]"
"Intelligent Soft Chips";"Published";"suscipit-nihil-enim";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Calendar";"[]";"79";"{""min"":63.2,""max"":94.8}";"false";"858";"Fri Aug 23 2024 13:58:05 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":42,""price"":135},{""quantity"":89,""price"":302}]";"[null,null]";"Office";"{""width"":61.36,""height"":96.92,""depth"":37.07}";"[{""hex"":""#BDB76B"",""name"":""DarkKhaki""},{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#0000FF"",""name"":""Blue""}]"
"Generic Granite Fish";"Published";"reiciendis-dolorem-nisi";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Pen";"[""Calendar"",""Mug""]";"505";"{""min"":404,""max"":606}";"true";"994";"Sat Mar 30 2024 17:16:48 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":29,""price"":393},{""quantity"":80,""price"":643},{""quantity"":68,""price"":912}]";"[null]";"Office";"{""width"":66.11,""height"":88.78,""depth"":95.66}";"[{""hex"":""#F0FFFF"",""name"":""Azure""},{""hex"":""#E9967A"",""name"":""DarkSalmon""}]"
"Gorgeous Concrete Pizza";"Published";"molestias-dolorum-iure";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Bag";"[""Watch""]";"380";"{""min"":304,""max"":456}";"true";"282";"Sat Jan 20 2024 14:08:57 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":51,""price"":59},{""quantity"":54,""price"":654}]";"[null,null]";"Accessories";"{""width"":14.42,""height"":65.14,""depth"":42.03}";"[{""hex"":""#00008B"",""name"":""DarkBlue""},{""hex"":""#7FFF00"",""name"":""Chartreuse""}]"
"Unbranded Cotton Computer";"Published";"debitis-omnis-velit";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Sunglasses";"[""Bag""]";"116";"{""min"":92.80000000000001,""max"":139.2}";"false";"403";"Sun Mar 24 2024 17:01:25 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":97,""price"":387},{""quantity"":68,""price"":425},{""quantity"":38,""price"":151}]";"[null,null,null]";"Accessories";"{""width"":1.5,""height"":48.38,""depth"":52.56}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#8B008B"",""name"":""DarkMagenta""}]"
"Rustic Metal Bike";"Published";"occaecati-dolores-nulla";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Mug";"[""Notebook"",""Pen""]";"837";"{""min"":669.6,""max"":1004.4}";"false";"894";"Fri Dec 27 2024 12:42:46 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":19,""price"":532}]";"[null,null]";"Office";"{""width"":44.85,""height"":85.01,""depth"":52.18}";"[{""hex"":""#7FFFD4"",""name"":""Aquamarine""},{""hex"":""#7FFFD4"",""name"":""Aquamarine""},{""hex"":""#F5F5DC"",""name"":""Beige""}]"
"Tasty Granite Bacon";"Published";"amet-aut-doloremque";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Calendar";"[""Notebook"",""Pen""]";"496";"{""min"":396.8,""max"":595.1999999999999}";"true";"253";"Fri Jun 21 2024 06:50:06 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":56,""price"":142}]";"[null,null,null]";"Office";"{""width"":83.57,""height"":54.55,""depth"":31.46}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#FFFFFF"",""name"":""White""},{""hex"":""#008080"",""name"":""Teal""}]"
"Sleek Metal Shoes";"Published";"voluptas-sit-placeat";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Notebook";"[""Calendar"",""Pen""]";"767";"{""min"":613.6,""max"":920.4}";"false";"872";"Thu Jul 11 2024 14:12:15 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":55,""price"":558}]";"[null,null]";"Office";"{""width"":34.53,""height"":34.88,""depth"":46.22}";"[{""hex"":""#008000"",""name"":""Green""},{""hex"":""#808000"",""name"":""Olive""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
"Ergonomic Wooden Ball";"Published";"sint-et-consequatur";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Sunglasses";"[]";"309";"{""min"":247.20000000000002,""max"":370.8}";"false";"314";"Tue Jun 18 2024 06:02:33 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":100,""price"":525},{""quantity"":63,""price"":882},{""quantity"":99,""price"":510}]";"[null,null]";"Accessories";"{""width"":82.84,""height"":30.6,""depth"":60.18}";"[{""hex"":""#A9A9A9"",""name"":""DarkGray""}]"
"Handcrafted Steel Keyboard";"Deleted";"voluptas-quia-deleniti";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Pen";"[""Mug"",""Calendar""]";"617";"{""min"":493.6,""max"":740.4}";"false";"88";"Mon Sep 02 2024 09:03:03 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":9,""price"":382}]";"[null]";"Office";"{""width"":88.78,""height"":39.65,""depth"":18.93}";"[{""hex"":""#E9967A"",""name"":""DarkSalmon""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
"Ergonomic Metal Car";"Published";"consequuntur-nihil-eos";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Notebook";"[]";"279";"{""min"":223.20000000000002,""max"":334.8}";"false";"493";"Sat Nov 02 2024 11:55:26 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":74,""price"":263}]";"[null]";"Office";"{""width"":88.41,""height"":30.13,""depth"":71.91}";"[{""hex"":""#DEB887"",""name"":""BurlyWood""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#5F9EA0"",""name"":""CadetBlue""},{""hex"":""#008B8B"",""name"":""DarkCyan""}]"
"Fantastic Wooden Mouse";"Published";"asperiores-fuga-omnis";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Bag";"[""Watch""]";"270";"{""min"":216,""max"":324}";"false";"957";"Mon Jul 01 2024 21:19:41 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":40,""price"":351},{""quantity"":14,""price"":24}]";"[null]";"Accessories";"{""width"":24.82,""height"":63.3,""depth"":51.74}";"[{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#E9967A"",""name"":""DarkSalmon""},{""hex"":""#A9A9A9"",""name"":""DarkGray""}]"
"Sleek Fresh Chair";"Published";"molestias-ex-dolore";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Watch";"[""Bag""]";"145";"{""min"":116,""max"":174}";"true";"830";"Wed May 22 2024 02:37:38 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":80,""price"":843}]";"[null]";"Accessories";"{""width"":20.42,""height"":64.12,""depth"":59.86}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#F0FFFF"",""name"":""Azure""}]"
"Handcrafted Plastic Shirt";"Published";"enim-dolorem-et";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Sunglasses";"[""Bag""]";"640";"{""min"":512,""max"":768}";"false";"475";"Thu Nov 21 2024 16:02:32 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":60,""price"":379},{""quantity"":57,""price"":946}]";"[null,null]";"Accessories";"{""width"":17.18,""height"":70.79,""depth"":9.08}";"[{""hex"":""#006400"",""name"":""DarkGreen""},{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#DC143C"",""name"":""Crimson""}]"
"Ergonomic Metal Ball";"Deleted";"libero-ea-soluta";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Calendar";"[""Mug"",""Notebook""]";"711";"{""min"":568.8000000000001,""max"":853.1999999999999}";"false";"274";"Fri May 24 2024 21:01:53 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":64,""price"":301}]";"[null,null]";"Office";"{""width"":46.7,""height"":26.5,""depth"":94.41}";"[{""hex"":""#F5F5DC"",""name"":""Beige""},{""hex"":""#000000"",""name"":""Black""}]"
"Small Granite Gloves";"Published";"aut-vel-nihil";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Wallet";"[""Bag"",""Watch""]";"751";"{""min"":600.8000000000001,""max"":901.1999999999999}";"false";"827";"Thu Jul 18 2024 02:33:59 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":77,""price"":32},{""quantity"":38,""price"":750}]";"[null]";"Accessories";"{""width"":20.32,""height"":38.75,""depth"":71.29}";"[{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#9932CC"",""name"":""DarkOrchid""}]"
"Sleek Metal Pants";"Published";"molestias-vitae-fuga";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Pants";"[""Shoes"",""Shirt""]";"256";"{""min"":204.8,""max"":307.2}";"true";"823";"Tue Dec 24 2024 13:40:29 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":21,""price"":304}]";"[null,null,null]";"Apparel";"{""width"":17.94,""height"":83.08,""depth"":73.93}";"[{""hex"":""#800080"",""name"":""Purple""},{""hex"":""#FFFF00"",""name"":""Yellow""},{""hex"":""#5F9EA0"",""name"":""CadetBlue""},{""hex"":""#FF00FF"",""name"":""Magenta""}]"
"Rustic Wooden Salad";"Deleted";"fuga-sed-quidem";"The Football Is Good For Training And Recreational Purposes";"Socks";"[""Tie"",""Pants""]";"283";"{""min"":226.4,""max"":339.59999999999997}";"true";"48";"Fri Jul 19 2024 06:03:36 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":100,""price"":575},{""quantity"":70,""price"":609},{""quantity"":57,""price"":234}]";"[null,null]";"Apparel";"{""width"":81.49,""height"":16.8,""depth"":43.64}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""}]"
"Tasty Plastic Shoes";"Published";"voluptatem-qui-deleniti";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Tie";"[]";"876";"{""min"":700.8000000000001,""max"":1051.2}";"true";"496";"Wed Jun 19 2024 01:28:52 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":86,""price"":629},{""quantity"":86,""price"":255}]";"[null]";"Apparel";"{""width"":23.22,""height"":87.85,""depth"":57.23}";"[{""hex"":""#7FFF00"",""name"":""Chartreuse""}]"
"Fantastic Soft Chicken";"Published";"et-voluptatem-aliquam";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Mug";"[""Pen""]";"579";"{""min"":463.20000000000005,""max"":694.8}";"true";"913";"Fri Jul 26 2024 11:21:18 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":53,""price"":831},{""quantity"":27,""price"":249},{""quantity"":17,""price"":618}]";"[null,null,null]";"Office";"{""width"":69.05,""height"":24.93,""depth"":55.58}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#0000FF"",""name"":""Blue""},{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#F0F8FF"",""name"":""AliceBlue""}]"
"Handmade Steel Ball";"Published";"quasi-minus-quasi";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Shoes";"[""Shirt""]";"810";"{""min"":648,""max"":972}";"false";"635";"Sun Jan 21 2024 09:03:52 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":12,""price"":403},{""quantity"":96,""price"":326},{""quantity"":89,""price"":488}]";"[null]";"Apparel";"{""width"":71.6,""height"":35.69,""depth"":62.75}";"[{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#800000"",""name"":""Maroon""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""}]"
"Ergonomic Rubber Chair";"Published";"dolor-laudantium-voluptatem";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Mug";"[""Pen"",""Calendar""]";"3";"{""min"":2.4000000000000004,""max"":3.5999999999999996}";"true";"659";"Sat Apr 13 2024 00:30:20 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":32,""price"":863}]";"[null]";"Office";"{""width"":90.62,""height"":25.2,""depth"":48.24}";"[{""hex"":""#00008B"",""name"":""DarkBlue""},{""hex"":""#008B8B"",""name"":""DarkCyan""},{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#E9967A"",""name"":""DarkSalmon""}]"
"Small Granite Pants";"Deleted";"qui-exercitationem-repellendus";"The Football Is Good For Training And Recreational Purposes";"Wallet";"[""Sunglasses"",""Watch""]";"987";"{""min"":789.6,""max"":1184.3999999999999}";"true";"122";"Sat Apr 06 2024 12:17:52 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":27,""price"":51},{""quantity"":8,""price"":467},{""quantity"":15,""price"":905}]";"[null]";"Accessories";"{""width"":23.66,""height"":16.8,""depth"":41.96}";"[{""hex"":""#7FFF00"",""name"":""Chartreuse""},{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""}]"
